player,team,age,position,games_played,minutes_played,total_points,field_goals,field_goals_attempted,free_throws,free_throws_attempted,assists,rebounds,steals,blocks,turnovers,personal_fouls
James Jones,MIA,33,SF,20,236,97,31,68,7,11,9,23,3,4,4,6
Perry Jones,OKC,22,PF,62,764,216,83,181,28,42,26,114,14,19,21,62
Solomon Jones,ORL,29,PF,11,85,14,6,17,2,4,2,16,2,2,2,12
Terrence Jones,HOU,22,PF,76,2078,921,386,712,118,195,87,528,53,99,71,139
DeAndre Jordan,LAC,25,C,82,2870,856,348,515,160,374,74,1114,80,203,123,264
Cory Joseph,SAS,22,SG,68,936,343,126,265,79,96,114,107,35,14,43,84
Chris Kaman,LAL,31,C,39,736,404,176,346,52,68,58,229,11,40,74,93
Enes Kanter,UTA,21,C,80,2138,987,419,853,149,204,75,598,28,42,144,230
Sergey Karasev,CLE,20,SF,22,156,37,12,35,9,10,6,16,3,1,11,22
Ryan Kelly,LAL,22,PF,59,1312,472,157,371,110,135,95,219,32,45,47,147
Michael Kidd-Gilchrist,CHA,20,SF,62,1502,448,167,353,113,184,52,324,43,39,60,145
Andrei Kirilenko,BRK,32,PF,45,857,226,82,160,61,119,72,146,40,19,54,65
Brandon Knight,MIL,22,PG,72,2400,1291,461,1092,259,323,352,255,69,17,188,146
Kyle Korver,ATL,32,SG,71,2408,850,289,609,87,94,208,282,70,24,102,147
Kosta Koufos,MEM,24,C,80,1349,514,227,459,60,93,39,418,32,71,67,182
Viacheslav Kravtsov,PHO,26,C,20,59,20,8,15,4,8,1,17,0,1,6,7
Ognjen Kuzmic,GSW,23,C,21,92,15,5,13,5,11,2,21,3,4,10,17
Doron Lamb,ORL,22,SG,53,695,191,63,160,29,36,43,49,11,1,27,54
Jeremy Lamb,OKC,21,SG,78,1538,665,263,609,51,64,115,189,56,26,61,143
Carl Landry,SAC,30,PF,18,233,76,31,60,14,17,5,57,3,1,9,34
Shane Larkin,DAL,21,PG,48,489,132,52,137,16,25,71,42,26,1,39,46
Ty Lawson,DEN,26,PG,62,2222,1090,347,806,324,406,543,215,100,10,200,113
Ricky Ledo,DAL,21,SG,11,33,19,6,17,4,4,2,2,1,0,2,2
Courtney Lee,TOT,28,SG,79,1973,761,295,614,99,112,115,187,65,28,73,127
Courtney Lee,BOS,28,SG,30,504,221,90,183,18,22,32,49,20,9,25,37
Courtney Lee,MEM,28,SG,49,1469,540,205,431,81,90,83,138,45,19,48,90
David Lee,GSW,30,PF,69,2288,1257,513,981,231,296,147,643,48,26,152,206
Alex Len,PHO,20,C,42,362,86,33,78,20,31,4,99,4,18,26,68
Kawhi Leonard,SAS,22,SF,66,1923,844,337,645,101,126,133,412,114,50,80,127
Meyers Leonard,POR,21,C,40,355,98,41,91,16,21,18,111,7,5,15,76
Jon Leuer,MEM,24,PF,49,642,302,121,246,37,47,20,158,18,13,27,63
Rashard Lewis,MIA,34,SF,60,971,268,98,236,26,33,57,110,53,8,35,90
DeAndre Liggins,MIA,25,SG,1,1,2,1,1,0,0,0,1,0,0,0,0
Damian Lillard,POR,23,PG,82,2937,1695,553,1304,371,426,457,288,64,22,193,197
Jeremy Lin,HOU,25,PG,71,2054,890,295,662,218,265,294,187,68,27,176,166
Shaun Livingston,BRK,28,PG,76,1974,629,235,487,158,191,245,246,93,31,105,172
Brook Lopez,BRK,25,C,17,533,352,129,229,94,115,16,102,9,30,28,52
Robin Lopez,POR,25,C,82,2603,908,355,644,198,242,73,700,25,139,84,196
Kevin Love,MIN,25,PF,77,2797,2010,650,1421,520,633,341,963,59,35,196,136
Kyle Lowry,TOR,27,PG,79,2862,1417,457,1080,313,385,586,369,121,15,194,267
John Lucas III,UTA,31,PG,42,591,159,62,190,10,16,42,39,14,0,22,41
Shelvin Mack,ATL,23,PG,73,1490,544,209,501,64,74,271,160,50,2,89,100
Ian Mahinmi,IND,27,C,77,1248,272,91,189,90,145,24,257,41,72,58,207
Shawn Marion,DAL,35,SF,76,2409,791,341,708,51,65,124,497,90,37,95,125
Kendall Marshall,LAL,22,PG,54,1564,430,170,419,19,36,477,155,48,4,150,76
Cartier Martin,TOT,29,SF,59,870,329,111,264,48,65,33,110,27,7,34,71
Cartier Martin,ATL,29,SF,53,822,314,106,256,46,61,31,105,26,7,33,68
Cartier Martin,CHI,29,SF,6,48,15,5,8,2,4,2,5,1,0,1,3
Kenyon Martin,NYK,36,PF,32,633,137,63,123,11,19,50,134,25,27,26,85
Kevin Martin,MIN,30,SG,68,2177,1298,440,1023,303,340,121,203,66,6,106,123
Roger Mason,MIA,33,SG,25,260,74,25,67,7,7,19,22,6,1,9,26
Wesley Matthews,POR,27,SG,82,2780,1343,445,1009,252,301,197,289,76,14,110,176
Jason Maxiell,ORL,30,PF,34,488,109,47,105,15,31,9,86,8,20,14,47
Eric Maynor,TOT,26,PG,31,327,82,32,101,6,11,52,39,9,3,29,17
Eric Maynor,WAS,26,PG,23,215,52,21,72,2,3,40,24,5,1,17,13
Eric Maynor,PHI,26,PG,8,112,30,11,29,4,8,12,15,4,2,12,4
O.J. Mayo,MIL,26,SG,52,1346,608,224,550,76,88,113,124,28,13,95,111
Luc Mbah a Moute,TOT,27,PF-SF,64,1003,224,87,193,46,67,36,146,30,14,40,68
Luc Mbah a Moute,SAC,27,SF,9,196,40,15,32,9,13,15,27,9,5,4,18
Luc Mbah a Moute,MIN,27,PF,55,807,184,72,161,37,54,21,119,21,9,36,50
Ray McCallum,SAC,22,PG,45,897,280,113,300,32,43,120,79,22,9,39,69
C.J. McCollum,POR,22,SG,38,476,201,74,178,23,34,27,48,14,2,35,53
JaVale McGee,DEN,26,C,5,79,35,17,38,1,1,2,17,1,7,8,16
Ben McLemore,SAC,20,SG,82,2187,720,255,679,115,143,82,235,45,18,96,201
Josh McRoberts,CHA,26,PF,78,2360,661,247,566,62,85,333,373,58,46,83,189
Jodie Meeks,LAL,26,SG,77,2556,1209,413,892,221,258,138,194,111,4,111,119
Gal Mekel,DAL,25,PG,31,292,73,30,86,8,12,63,27,4,1,31,31
Khris Middleton,MIL,22,SF,82,2460,990,376,854,118,137,169,310,83,20,123,243
C.J. Miles,CLE,26,SG,51,984,503,178,409,64,75,52,103,46,15,44,103
Andre Miller,TOT,37,SG,58,982,283,106,231,60,77,197,130,34,9,61,75
Andre Miller,DEN,37,SG,30,570,176,66,144,35,47,100,73,15,7,33,32
Andre Miller,WAS,37,SG,28,412,107,40,87,25,30,97,57,19,2,28,43
Darius Miller,NOP,23,SF,45,723,200,73,166,29,36,43,52,24,9,22,88
Mike Miller,MEM,33,SF,82,1707,579,213,443,46,56,130,207,26,5,77,95
Quincy Miller,DEN,21,PF,52,789,257,94,256,39,55,26,147,22,32,48,70
Patrick Mills,SAS,25,PG,81,1527,826,309,666,73,82,149,169,68,9,63,114
Paul Millsap,ATL,28,PF,74,2482,1328,483,1047,286,391,232,627,129,78,185,210
Tony Mitchell,MIL,24,SF,3,10,6,3,5,0,0,1,1,1,0,0,0
Tony Mitchell,DET,21,PF,21,79,22,5,12,11,19,2,26,6,3,4,9
Nazr Mohammed,CHI,36,C,80,562,124,54,126,16,30,20,175,14,30,37,77
Greg Monroe,DET,23,PF,82,2690,1249,504,1015,241,367,171,760,91,47,166,205
E'Twaun Moore,ORL,24,SG,79,1506,499,195,456,52,68,112,136,60,13,55,106
Darius Morris,TOT,23,PG,27,313,107,39,96,17,26,44,26,13,0,27,33
Darius Morris,PHI,23,PG,12,193,83,29,67,15,21,31,13,8,0,19,21
Darius Morris,LAC,23,PG,10,54,9,4,13,1,2,5,5,2,0,2,9
Darius Morris,MEM,23,PG,5,66,15,6,16,1,3,8,8,3,0,6,3
Marcus Morris,PHO,24,SF,82,1800,796,288,651,121,159,88,319,72,18,95,157
Markieff Morris,PHO,24,PF,81,2153,1115,411,845,259,327,144,485,68,51,147,232
Anthony Morrow,NOP,28,SG,76,1426,636,238,520,72,87,59,140,38,12,51,102
Donatas Motiejunas,HOU,23,PF,62,952,341,131,296,58,96,34,225,20,21,49,132
Arnett Moultrie,PHI,23,PF,12,187,36,16,38,4,5,2,35,8,4,7,22
Timofey Mozgov,DEN,27,C,82,1770,770,285,545,196,260,62,528,27,100,122,213
Shabazz Muhammad,MIN,21,SG,37,290,143,57,124,26,40,6,53,8,1,16,24
Byron Mullens,TOT,24,C,45,414,189,73,165,10,20,14,92,15,11,27,64
Byron Mullens,LAC,24,C,27,167,67,26,64,2,6,6,32,6,3,13,33
Byron Mullens,PHI,24,C,18,247,122,47,101,8,14,8,60,9,8,14,31
Erik Murphy,CHI,23,C,24,62,6,3,13,0,0,2,8,0,4,2,7
Toure' Murry,NYK,24,PG,51,373,140,56,129,23,39,49,44,19,1,34,46
Mike Muscala,ATL,22,PF,20,215,76,31,73,14,14,7,52,3,10,12,29
Hamady N'Diaye,SAC,27,C,14,74,6,3,9,0,1,3,18,0,4,3,15
Steve Nash,LAL,39,PG,15,313,102,36,94,22,24,86,29,7,2,31,18
Gary Neal,TOT,29,SG,52,1114,548,193,471,94,105,83,90,18,0,64,65
Gary Neal,MIL,29,SG,30,607,301,108,277,45,54,46,50,7,0,39,26
Gary Neal,CHA,29,SG,22,507,247,85,194,49,51,37,40,11,0,25,39
Nemanja Nedovic,GSW,22,SG,24,142,26,8,39,7,8,13,15,0,1,13,13
Jameer Nelson,ORL,31,PG,68,2179,820,294,747,96,112,476,231,52,5,166,146
Andrew Nicholson,ORL,24,PF,76,1174,435,180,420,47,57,25,255,18,23,51,150
Joakim Noah,CHI,28,C,80,2820,1007,380,800,247,335,431,900,99,121,194,245
Steve Novak,TOR,30,PF,54,540,178,60,146,6,6,13,58,12,4,5,44
Dirk Nowitzki,DAL,35,PF,80,2628,1735,633,1273,338,376,216,498,73,45,117,165
James Nunnally,TOT,23,SF,13,165,44,15,46,6,9,8,19,6,2,7,11
James Nunnally,ATL,23,SF,4,54,18,6,18,3,4,2,8,1,1,4,2
James Nunnally,PHI,23,SF,9,111,26,9,28,3,5,6,11,5,1,3,9
Jermaine O'Neal,GSW,35,PF,44,883,349,125,248,99,132,25,242,14,40,52,102
Kyle O'Quinn,ORL,23,C,69,1188,429,186,371,57,83,78,364,39,88,78,165
Greg Oden,MIA,26,C,23,212,67,27,49,13,23,1,54,7,13,12,52
Victor Oladipo,ORL,21,PG,80,2487,1106,392,936,248,318,327,329,129,37,256,210
Kelly Olynyk,BOS,22,C,70,1400,607,234,502,99,122,109,365,35,27,106,227
Arinze Onuaku,TOT,26,PF,5,30,3,1,5,1,2,3,8,0,0,1,3
Arinze Onuaku,NOP,26,PF,3,25,3,1,4,1,2,3,7,0,0,1,3
Arinze Onuaku,CLE,26,PF,2,5,0,0,1,0,0,0,1,0,0,0,0
Daniel Orton,PHI,23,C,22,251,65,21,47,23,30,15,61,6,16,18,38
Travis Outlaw,SAC,29,SF,63,1065,343,130,326,42,52,48,168,20,19,26,94
Zaza Pachulia,MIL,29,C,53,1325,408,149,349,110,130,136,333,45,14,92,124
Jannero Pargo,CHA,34,PG,29,242,136,52,118,8,11,52,20,14,1,26,17
Tony Parker,SAS,31,PG,68,1997,1134,456,914,197,243,388,155,36,9,151,86
Chandler Parsons,HOU,25,SF,74,2783,1226,466,987,164,221,298,409,88,29,144,168
Patrick Patterson,TOT,24,PF,65,1533,555,225,489,50,71,78,342,55,37,65,159
Patrick Patterson,SAC,24,PF,17,415,118,50,122,9,16,15,99,13,3,16,39
Patrick Patterson,TOR,24,PF,48,1118,437,175,367,41,55,63,243,42,34,49,120
Chris Paul,LAC,28,PG,62,2171,1185,406,870,295,345,663,268,154,4,145,157
Nikola Pekovic,MIN,28,C,54,1663,944,379,701,186,249,50,468,30,23,84,129
Kendrick Perkins,OKC,29,C,62,1207,211,87,193,37,67,67,305,26,32,90,177
Paul Pierce,BRK,36,SF,75,2098,1010,321,712,256,310,178,348,86,31,153,190
Dexter Pittman,ATL,25,C,2,3,0,0,1,0,2,0,3,0,0,0,0
Mason Plumlee,BRK,23,PF,70,1275,520,199,302,122,195,60,308,49,55,77,171
Miles Plumlee,PHO,25,C,80,1964,646,286,553,74,132,43,626,50,90,111,185
Quincy Pondexter,MEM,25,SG,15,270,94,31,79,21,26,20,26,5,1,15,18
Otto Porter,WAS,20,SF,37,319,78,33,91,8,12,10,57,8,1,14,26
Josh Powell,HOU,31,F,1,19,4,2,6,0,0,0,5,0,1,1,1
Phil Pressey,BOS,22,PG,75,1132,213,78,253,29,45,241,105,68,5,87,97
A.J. Price,MIN,27,SG,28,99,44,19,46,0,2,13,10,1,0,7,5
Ronnie Price,ORL,30,SG,31,377,74,28,92,9,13,66,43,25,2,26,50
Pablo Prigioni,NYK,36,PG,66,1283,252,88,191,11,12,228,129,67,2,60,132
Tayshaun Prince,MEM,33,SF,76,1948,454,200,492,34,60,119,234,39,19,41,63
Miroslav Raduljica,MIL,26,C,48,465,181,68,126,45,55,23,108,7,13,28,84
Anthony Randolph,DEN,24,PF,43,527,206,68,176,52,69,32,122,26,19,39,64
Shavlik Randolph,PHO,30,PF,14,95,20,7,14,6,11,1,25,3,1,5,15
Zach Randolph,MEM,32,PF,79,2705,1372,560,1198,250,337,200,795,54,23,183,210
J.J. Redick,LAC,29,SG,35,987,532,181,398,97,106,78,74,28,3,42,65
Glen Rice,WAS,23,SG,11,109,32,11,37,5,7,7,20,6,1,9,7
Luke Ridnour,TOT,32,PG,61,1141,306,126,327,17,26,176,97,32,8,66,92
Luke Ridnour,MIL,32,PG,36,763,206,84,219,13,19,122,62,23,2,46,55
Luke Ridnour,CHA,32,PG,25,378,100,42,108,4,7,54,35,9,6,20,37
Austin Rivers,NOP,21,SG,69,1339,530,192,474,110,173,160,129,45,9,77,134
Andre Roberson,OKC,22,PF,40,399,75,33,68,7,10,15,94,19,10,19,74
Brian Roberts,NOP,28,PG,72,1667,677,244,581,125,133,234,136,43,7,95,132
Nate Robinson,DEN,29,PG,44,866,457,164,383,71,85,112,81,36,4,58,92
Thomas Robinson,POR,22,PF,70,873,339,141,293,57,101,34,307,23,20,57,131
Rajon Rondo,BOS,27,PG,30,998,350,141,350,42,67,294,164,40,2,99,65
Derrick Rose,CHI,25,PG,10,311,159,58,164,27,32,43,32,5,1,34,15
Terrence Ross,TOR,22,SG,81,2159,879,318,751,82,98,79,252,64,27,88,183
Ricky Rubio,MIN,23,PG,82,2638,781,255,670,227,283,704,342,191,11,221,218
Brandon Rush,UTA,28,SG,38,418,79,30,90,3,5,24,44,5,9,20,31
Robert Sacre,LAL,24,C,65,1089,350,143,300,64,94,51,254,24,47,44,134
John Salmons,TOT,34,SG-SF,78,1726,403,150,413,40,52,147,163,47,19,54,124
John Salmons,SAC,34,SF,18,445,105,41,117,7,7,44,46,12,8,14,32
John Salmons,TOR,34,SG,60,1281,298,109,296,33,45,103,117,35,11,40,92
Larry Sanders,MIL,25,C,23,584,178,76,162,26,55,19,165,18,40,26,74
Dennis Schroder,ATL,20,PG,49,641,183,72,188,29,43,93,60,17,0,61,54
Luis Scola,IND,33,PF,82,1399,626,263,560,99,136,81,391,26,16,108,164
Mike Scott,ATL,25,PF,80,1482,767,301,628,103,132,75,284,30,7,79,121
Thabo Sefolosha,OKC,29,SG,61,1584,383,141,340,53,69,94,220,79,17,55,90
Kevin Seraphin,WAS,24,C,53,578,249,111,220,27,31,17,128,3,26,41,103
Ramon Sessions,TOT,27,PG,83,2214,1021,330,769,326,404,340,203,49,9,148,90
Ramon Sessions,CHA,27,PG,55,1305,578,190,465,183,234,206,117,33,6,93,50
Ramon Sessions,MIL,27,PG,28,909,443,140,304,143,170,134,86,16,3,55,40
Mustafa Shakur,OKC,29,PG,3,11,1,0,3,1,2,4,0,0,0,2,2
Tornike Shengelia,TOT,22,SF,26,154,29,13,28,3,8,14,16,3,1,12,18
Tornike Shengelia,BRK,22,SF,17,137,25,11,24,3,8,12,14,2,1,11,16
Tornike Shengelia,CHI,22,SF,9,17,4,2,4,0,0,2,2,1,0,1,2
Iman Shumpert,NYK,23,SG,74,1962,495,183,484,53,71,129,308,92,13,79,209
Alexey Shved,MIN,25,SG,63,664,250,76,237,68,90,68,81,26,16,48,36
Henry Sims,TOT,23,C,46,875,350,130,274,90,121,52,237,28,20,41,116
Henry Sims,CLE,23,C,20,168,44,18,45,8,14,5,56,5,7,8,32
Henry Sims,PHI,23,C,26,707,306,112,229,82,107,47,181,23,13,33,84
Kyle Singler,DET,25,SF,82,2337,784,269,602,152,184,75,303,61,38,79,211
Chris Singleton,WAS,24,SF,25,250,75,25,67,18,25,6,55,9,3,17,25
Peyton Siva,DET,23,SG,24,224,54,18,57,11,15,34,14,9,1,18,27
Donald Sloan,IND,26,SG,48,392,110,44,117,12,20,50,44,10,1,22,19
Chris Smith,NYK,26,PG,2,2,0,0,0,0,0,0,0,0,0,0,0
Greg Smith,HOU,23,C,11,100,38,18,28,2,5,0,27,1,2,5,17
Ish Smith,PHO,25,PG,70,1006,261,119,281,22,39,179,129,49,13,65,66
J.R. Smith,NYK,28,SF,74,2421,1071,396,955,90,138,219,296,65,20,108,196
Jason Smith,NOP,27,PF,31,830,301,131,282,39,50,29,181,11,29,28,100
Josh Smith,DET,28,SF,77,2730,1264,517,1233,160,301,252,520,105,110,199,197
Tony Snell,CHI,22,SG,77,1231,346,129,336,31,41,68,124,29,15,44,84
James Southerland,TOT,23,SF,4,30,14,5,15,1,2,0,8,1,2,1,3
James Southerland,CHA,23,SF,1,3,0,0,3,0,0,0,0,0,0,0,0
James Southerland,NOP,23,F,3,27,14,5,12,1,2,0,8,1,2,1,3
Marreese Speights,GSW,26,C,79,982,508,195,442,110,134,32,290,10,34,66,148
Tiago Splitter,SAS,29,C,59,1271,483,181,346,121,173,90,363,29,31,75,117
D.J. Stephens,MIL,23,SG,3,15,7,3,7,1,1,0,5,0,0,0,0
Lance Stephenson,IND,23,SG,78,2752,1080,427,870,140,197,359,558,54,7,210,195
Greg Stiemsma,NOP,28,C,55,1007,159,70,122,19,32,36,226,35,57,44,169
Julyan Stone,TOR,25,SG,21,120,18,7,17,2,3,12,20,3,0,5,13
Amar'e Stoudemire,NYK,31,C,65,1466,772,311,558,150,203,34,320,23,37,91,159
Rodney Stuckey,DET,27,SG,73,1950,1012,372,853,244,292,152,169,54,10,125,131
Jared Sullinger,BOS,21,PF,74,2041,982,384,899,158,203,118,601,35,49,119,251
Jeffery Taylor,CHA,24,SF,26,629,208,82,218,26,47,22,60,13,5,25,62
Tyshawn Taylor,BRK,23,PG,23,270,89,31,91,24,30,36,15,12,1,31,29
Jeff Teague,ATL,25,PG,79,2542,1304,456,1040,318,376,528,208,89,17,232,158
Marquis Teague,TOT,20,SG,40,443,107,38,119,26,35,58,40,10,5,39,46
Marquis Teague,CHI,20,SG,19,242,45,16,66,11,16,28,19,2,4,17,25
Marquis Teague,BRK,20,SG,21,201,62,22,53,15,19,30,21,8,1,22,21
Mirza Teletovic,BRK,28,SF,72,1396,622,221,529,44,62,57,266,29,23,54,143
Garrett Temple,WAS,27,SG,75,638,138,51,141,30,43,72,68,35,11,42,72
Jason Terry,BRK,36,PG,35,570,159,55,152,10,15,56,37,13,0,27,48
Hasheem Thabeet,OKC,26,C,23,192,27,13,23,1,5,1,40,4,9,14,47
Adonis Thomas,TOT,20,SF,6,37,14,6,14,1,1,3,3,0,0,1,6
Adonis Thomas,ORL,20,SF,4,24,7,3,9,1,1,2,3,0,0,0,2
Adonis Thomas,PHI,20,F,2,13,7,3,5,0,0,1,0,0,0,1,4
Isaiah Thomas,SAC,24,PG,72,2497,1465,496,1096,346,407,454,210,93,8,213,185
Lance Thomas,NOP,25,SF,5,42,6,2,9,2,4,3,7,0,0,2,4
Malcolm Thomas,TOT,25,PF,8,63,15,7,16,0,2,2,21,0,3,9,5
Malcolm Thomas,SAS,25,PF,1,15,2,1,4,0,2,0,9,0,2,1,0
Malcolm Thomas,UTA,25,PF,7,48,13,6,12,0,0,2,12,0,1,8,5
Hollis Thompson,PHI,22,SF,77,1742,461,171,372,52,73,73,247,53,12,60,144
Jason Thompson,SAC,27,PF,82,2007,586,251,496,84,145,53,527,32,56,95,251
Klay Thompson,GSW,23,SG,81,2868,1488,559,1259,147,185,181,249,74,37,135,234
Tristan Thompson,CLE,22,PF,82,2594,961,363,761,235,339,72,754,42,35,108,188
Marcus Thornton,TOT,26,SG,72,1741,703,252,639,90,112,77,198,58,11,67,110
Marcus Thornton,SAC,26,SG,46,1121,383,142,373,42,52,47,124,31,8,38,74
Marcus Thornton,BRK,26,SG,26,620,320,110,266,48,60,30,74,27,3,29,36
Jamaal Tinsley,UTA,35,PG,8,110,9,4,20,0,0,23,11,2,0,9,10
Anthony Tolliver,CHA,28,PF,64,1298,393,129,307,33,41,42,168,19,15,23,82
P.J. Tucker,PHO,28,SF,81,2490,760,265,615,156,201,141,529,110,23,102,204
Ronny Turiaf,MIN,31,C,31,606,149,64,107,21,50,24,174,8,50,24,65
Hedo Turkoglu,LAC,34,SF,38,392,115,42,109,9,18,33,89,19,10,16,50
Evan Turner,TOT,25,SF,81,2457,1131,434,1021,213,262,262,408,67,7,189,195
Evan Turner,PHI,25,SF,54,1886,939,356,831,189,228,198,322,56,5,155,147
Evan Turner,IND,25,SF,27,571,192,78,190,24,34,64,86,11,2,34,48
Jeremy Tyler,NYK,22,C,41,398,146,60,116,26,48,8,109,6,20,26,70
Ekpe Udoh,MIL,26,PF,42,804,144,57,143,30,47,31,148,15,44,38,96
Beno Udrih,TOT,31,SG,41,643,200,78,178,25,30,116,59,23,4,47,50
Beno Udrih,NYK,31,SG,31,588,173,68,160,20,24,110,57,22,3,42,46
Beno Udrih,MEM,31,SG,10,55,27,10,18,5,6,6,2,1,1,5,4
Jonas Valanciunas,TOR,21,C,81,2282,916,359,676,198,260,57,714,24,71,136,249
Anderson Varejao,CLE,31,C,65,1800,546,227,459,92,135,140,629,69,39,72,164
Jarvis Varnado,TOT,25,PF,24,339,99,36,60,27,52,13,63,10,29,10,62
Jarvis Varnado,CHI,25,PF,1,2,0,0,0,0,0,0,0,0,0,0,1
Jarvis Varnado,PHI,25,PF,23,337,99,36,60,27,52,13,63,10,29,10,61
Greivis Vasquez,TOT,27,SG-PG,79,1779,758,277,658,95,108,323,173,31,5,128,143
Greivis Vasquez,SAC,27,PG,18,465,176,65,150,30,32,95,34,6,1,27,38
Greivis Vasquez,TOR,27,SG,61,1314,582,212,508,65,76,228,139,25,4,101,105
Jan Vesely,TOT,23,PF,54,776,197,89,173,19,56,21,191,53,35,36,121
Jan Vesely,WAS,23,PF,33,470,104,48,92,8,30,10,113,26,19,22,64
Jan Vesely,DEN,23,PF,21,306,93,41,81,11,26,11,78,27,16,14,57
Charlie Villanueva,DET,29,PF,20,180,92,35,92,8,14,6,34,4,5,7,16
Nikola Vucevic,ORL,23,C,57,1812,811,353,696,105,137,104,626,60,47,112,169
Sasha Vujacic,LAC,29,SG,2,10,5,2,5,0,0,0,3,1,0,3,1
Dwyane Wade,MIA,32,SG,54,1775,1028,415,761,189,258,252,241,79,29,161,106
Dion Waiters,CLE,22,SG,70,2072,1113,430,993,161,235,209,195,63,17,154,153
Kemba Walker,CHA,23,PG,73,2614,1289,449,1143,282,337,447,306,86,32,169,128
John Wall,WAS,23,PG,82,2980,1583,579,1337,317,394,721,333,149,40,295,219
Gerald Wallace,BOS,31,SF,58,1416,298,116,230,47,101,143,212,73,14,97,79
Casper Ware,PHI,24,PG,9,116,48,18,42,5,6,10,9,8,0,5,11
C.J. Watson,IND,29,PG,63,1193,414,146,334,69,88,107,101,60,8,60,66
Earl Watson,POR,34,PG,24,161,12,3,11,4,4,28,15,5,1,17,33
Maalik Wayns,LAC,22,PG,2,9,2,1,2,0,0,2,2,2,0,0,4
Martell Webster,WAS,27,SF,78,2157,759,254,587,105,125,97,222,41,15,58,150
David West,IND,33,PF,80,2472,1118,458,939,198,251,223,542,61,74,133,186
Russell Westbrook,OKC,25,PG,46,1412,1002,346,791,242,293,319,263,88,7,177,104
D.J. White,CHA,27,PF,2,10,0,0,1,0,0,0,2,1,0,0,1
Royce White,SAC,22,PF,3,9,0,0,1,0,0,0,0,0,0,0,2
Deron Williams,BRK,29,PG,64,2059,915,322,716,173,216,392,168,93,13,143,148
Derrick Williams,TOT,22,SF-PF,78,1820,624,206,482,186,259,56,323,48,20,76,114
Derrick Williams,MIN,22,PF,11,162,54,19,54,14,16,1,26,4,4,6,9
Derrick Williams,SAC,22,SF,67,1658,570,187,428,172,243,55,297,44,16,70,105
Elliot Williams,PHI,24,SG,67,1157,404,140,337,87,119,72,130,35,3,68,126
Lou Williams,ATL,27,PG,60,1445,625,197,493,152,179,210,124,45,4,92,65
Marvin Williams,UTA,27,PF,66,1674,603,231,526,57,73,78,334,54,31,53,151
Mo Williams,POR,31,PG,74,1834,721,280,672,78,89,321,153,55,10,149,197
Reggie Williams,OKC,27,SF,3,17,11,5,9,0,0,1,0,1,0,2,1
Shawne Williams,LAL,27,PF,36,751,202,73,192,14,20,30,167,19,30,21,93
Jeff Withey,NOP,23,C,58,684,190,69,129,52,73,26,150,15,50,20,73
Nate Wolters,MIL,22,PG,58,1309,417,170,389,59,90,187,149,35,15,57,67
Metta World Peace,NYK,34,SF,29,388,139,56,141,10,16,17,59,24,8,19,44
Brandan Wright,DAL,26,C,58,1077,525,224,331,77,106,31,244,32,55,35,94
Chris Wright,MIL,25,SF,8,126,48,21,35,6,15,5,20,7,5,5,17
Dorell Wright,POR,28,SF,68,984,343,111,297,52,69,64,191,23,16,39,62
Tony Wroten,PHI,20,SG,72,1765,939,345,808,209,326,217,228,78,16,204,151
Nick Young,LAL,28,SG,64,1810,1144,387,889,235,285,95,166,46,12,95,156
Thaddeus Young,PHI,25,PF,79,2718,1417,582,1283,163,229,182,476,167,36,165,213
Cody Zeller,CHA,21,C,82,1416,490,172,404,146,200,92,353,40,41,87,170
Tyler Zeller,CLE,24,C,70,1049,399,156,290,87,121,36,282,18,38,60,137
