Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
Howie Judson,22,CHW,AL,41,34,29,1,3,1,0,0,2,0,0,1,13,0.103,0.133,0.138,0.271,-27,4,0,0,4,,,1
Eddie Kazak,27,STL,NL,6,22,22,1,6,3,0,0,2,0,,0,2,0.273,0.273,0.409,0.682,78,9,1,0,0,,,/5
George Kell,25,DET,AL,92,414,368,47,112,24,3,2,44,2,2,33,15,0.304,0.369,0.402,0.772,103,148,10,5,8,,,5
Charlie Keller*,31,NYY,AL,83,289,247,41,66,15,2,6,44,1,1,41,25,0.267,0.372,0.417,0.789,110,103,7,0,1,,,7O
Alex Kellner,23,PHA,AL,13,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,,,1
Ken Keltner,31,CLE,AL,153,656,558,91,166,24,4,31,119,2,1,89,52,0.297,0.395,0.522,0.917,146,291,23,1,8,,,*5
Bill Kennedy*,27,TOT,AL,32,55,47,6,13,1,0,0,4,0,0,4,4,0.277,0.333,0.298,0.631,67,14,1,0,4,,,1
Bill Kennedy*,27,CLE,AL,6,5,3,1,2,0,0,0,0,0,0,1,0,0.667,0.75,0.667,1.417,283,2,0,0,1,,,/1
Bill Kennedy*,27,SLB,AL,26,50,44,5,11,1,0,0,4,0,0,3,4,0.25,0.298,0.273,0.571,51,12,1,0,3,,,1
Bob Kennedy,27,TOT,AL,96,198,186,14,50,11,3,0,19,0,2,8,23,0.269,0.299,0.36,0.659,77,67,6,0,4,,,97/43
Bob Kennedy,27,CHW,AL,30,118,113,4,28,8,1,0,14,0,2,4,17,0.248,0.274,0.336,0.61,64,38,5,0,1,,,O7/9
Bob Kennedy,27,CLE,AL,66,80,73,10,22,3,2,0,5,0,0,4,6,0.301,0.338,0.397,0.735,97,29,1,0,3,,,O9/473
Monty Kennedy,26,NYG,NL,26,36,31,4,4,0,0,0,2,0,,3,8,0.129,0.206,0.129,0.335,-8,4,1,0,2,,,1
Buddy Kerr,25,NYG,NL,144,555,496,41,119,16,4,0,46,9,,56,36,0.24,0.317,0.288,0.605,64,143,7,0,3,,,*6
Ellis Kinder,33,BOS,AL,28,75,62,8,6,0,0,0,4,0,0,8,18,0.097,0.2,0.097,0.297,-21,6,1,0,3,,,1
Ralph Kiner,25,PIT,NL,156,670,555,104,147,19,5,40,123,1,,112,61,0.265,0.391,0.533,0.924,146,296,15,3,0,,,*7O
Clyde King#,24,BRO,NL,9,2,2,0,0,0,0,0,0,0,,0,1,0,0,0,0,-100,0,0,0,0,,,/1
Ed Klieman,30,CLE,AL,44,16,14,0,2,0,0,0,0,0,0,2,9,0.143,0.25,0.143,0.393,7,2,0,0,0,,,1
Ted Kluszewski*,23,CIN,NL,113,397,379,49,104,23,4,12,57,1,,18,32,0.274,0.307,0.451,0.758,105,171,14,0,0,,,3
Clyde Kluttz,30,PIT,NL,94,297,271,26,60,12,2,4,20,3,,20,19,0.221,0.275,0.325,0.6,60,88,4,0,4,,,2
Dick Koecher*,22,PHI,NL,3,0,0,0,0,0,0,0,0,0,,0,0,,,,,,0,0,0,0,,,/1
Dick Kokos*,20,SLB,AL,71,291,258,40,77,15,3,4,40,4,3,28,32,0.298,0.374,0.426,0.8,111,110,1,3,2,,,O9
Don Kolloway,29,CHW,AL,119,438,417,60,114,14,4,6,38,2,4,18,18,0.273,0.303,0.369,0.673,81,154,10,0,3,,,45
Alex Konikowski,20,NYG,NL,22,5,2,1,0,0,0,0,0,0,,2,0,0,0.5,0,0.5,45,0,0,0,1,,,1
Jim Konstanty,31,PHI,NL,6,3,3,1,0,0,0,0,0,0,,0,0,0,0,0,0,-100,0,0,0,0,,,/1
Dave Koslo*,28,NYG,NL,35,49,44,2,5,2,0,0,4,0,,1,16,0.114,0.152,0.159,0.311,-16,7,0,1,3,,,1
Al Kozar,26,WSH,AL,150,651,577,61,144,25,8,1,58,4,2,66,52,0.25,0.327,0.326,0.652,76,188,18,0,8,,,*4
Jack Kramer,30,BOS,AL,29,91,73,7,11,1,0,1,8,0,0,10,21,0.151,0.253,0.205,0.458,20,15,1,0,7,,,1
Lou Kretlow,27,DET,AL,5,9,8,0,4,0,0,0,1,0,0,0,1,0.5,0.5,0.5,1,163,4,0,0,1,,,/1
Whitey Kurowski,30,STL,NL,77,270,220,34,47,8,0,2,33,0,,42,28,0.214,0.352,0.277,0.629,68,61,3,5,3,,,5
Emil Kush,31,CHC,NL,34,15,13,1,2,0,0,0,0,0,,2,3,0.154,0.267,0.154,0.421,19,2,0,0,0,,,1
Doyle Lade,27,CHC,NL,19,33,32,3,5,0,0,0,2,0,,1,10,0.156,0.182,0.156,0.338,-6,5,0,0,0,,,1
Joe Lafata*,26,NYG,NL,1,1,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,-100,0,0,0,0,,,
Eddie Lake,32,DET,AL,64,264,198,51,52,6,0,2,18,3,3,57,20,0.263,0.427,0.323,0.751,99,64,4,0,9,,,45
Al Lakeman,29,PHI,NL,32,73,68,2,11,2,0,1,4,0,,5,22,0.162,0.219,0.235,0.454,25,16,1,0,0,,,2/1
Ray Lamanno,28,CIN,NL,127,438,385,31,93,12,0,0,27,2,,48,32,0.242,0.329,0.273,0.601,66,105,15,2,4,,,*2
Don Lang,33,STL,NL,117,379,323,30,87,14,1,4,31,2,,47,38,0.269,0.364,0.356,0.72,91,115,3,1,8,,,5/4
Ralph LaPointe,26,STL,NL,87,245,222,27,50,3,0,0,15,1,,18,19,0.225,0.283,0.239,0.522,39,53,1,0,5,,,46/5
Pete Layden,28,SLB,AL,41,111,104,11,26,2,1,0,4,4,2,6,10,0.25,0.297,0.288,0.586,55,30,2,1,0,,,O8/97
Les Layton,26,NYG,NL,63,98,91,14,21,4,4,2,12,1,,6,21,0.231,0.286,0.429,0.714,90,39,2,1,0,,,O7/89
Thornton Lee*,41,NYG,NL,11,11,11,1,1,0,0,0,0,0,,0,3,0.091,0.091,0.091,0.182,-51,1,2,0,0,,,1
Paul Lehner*,27,SLB,AL,103,365,333,23,92,15,4,2,46,0,2,30,19,0.276,0.336,0.363,0.699,84,121,9,0,3,,,8O/3
Bob Lemon*,27,CLE,AL,52,129,119,20,34,9,0,5,21,0,0,8,23,0.286,0.331,0.487,0.818,119,58,0,0,2,,,1
Dutch Leonard,39,PHI,NL,34,86,83,1,12,0,1,0,4,0,,0,22,0.145,0.155,0.169,0.323,-11,14,1,1,2,,,1
Lyman Linde,27,CLE,AL,3,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,,,/1
Johnny Lindell,31,NYY,AL,88,344,309,58,98,17,2,13,55,0,0,35,50,0.317,0.387,0.511,0.898,138,158,8,0,1,,,O7/98
Johnny Lipon,25,DET,AL,121,541,458,65,133,18,8,5,52,4,4,68,22,0.29,0.384,0.397,0.782,105,182,9,2,13,,,*6/45
Danny Litwhiler,31,TOT,NL,119,430,371,51,102,21,2,14,50,1,,52,43,0.275,0.367,0.456,0.823,124,169,15,2,6,,,975/8
Danny Litwhiler,31,BSN,NL,13,39,33,0,9,2,0,0,6,0,,4,2,0.273,0.385,0.333,0.718,97,11,0,2,1,,,/7O
Danny Litwhiler,31,CIN,NL,106,391,338,51,93,19,2,14,44,1,,48,41,0.275,0.365,0.467,0.833,127,158,15,0,5,,,O957/8
Buddy Lively,23,CIN,NL,10,2,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,-100,0,0,0,0,,,1
Mickey Livingston,33,NYG,NL,45,121,99,9,21,4,1,2,12,1,,21,11,0.212,0.35,0.333,0.683,85,33,3,0,2,,,2
Whitey Lockman*,21,NYG,NL,146,659,584,117,167,24,10,18,59,8,,68,63,0.286,0.361,0.454,0.815,118,265,4,1,6,,,*O87
Jack Lohrke,24,NYG,NL,97,314,280,35,70,15,1,5,31,3,,30,30,0.25,0.323,0.364,0.687,85,102,6,0,4,,,54
Sherm Lollar,23,NYY,AL,22,39,38,0,8,0,0,0,4,0,0,1,6,0.211,0.231,0.211,0.441,18,8,4,0,0,,,2
Vic Lombardi*,25,PIT,NL,39,52,48,1,10,2,0,0,3,0,,2,4,0.208,0.255,0.25,0.505,36,12,1,1,1,,,1
Lou Lombardo*,19,NYG,NL,2,2,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,-100,0,0,0,0,,,/1
Eddie Lopat*,30,NYY,AL,34,93,81,6,14,0,0,0,10,0,0,8,6,0.173,0.247,0.173,0.42,13,14,6,0,4,,,1
Stan Lopata,22,PHI,NL,6,15,15,2,2,1,0,0,2,0,,0,4,0.133,0.133,0.2,0.333,-10,3,0,0,0,,,/2
Peanuts Lowrey,30,CHC,NL,129,477,435,47,128,12,3,2,54,2,,34,31,0.294,0.347,0.349,0.696,93,152,11,1,7,,,*O78/546
Don Lund,25,TOT,MLB,90,251,230,30,53,11,4,4,30,1,0,15,33,0.23,0.286,0.365,0.652,71,84,2,3,3,,,79
Don Lund,25,BRO,NL,27,75,69,9,13,4,0,1,5,1,,5,16,0.188,0.243,0.29,0.533,41,20,1,0,1,,,O7/9
Don Lund,25,SLB,AL,63,176,161,21,40,7,4,3,25,0,0,10,17,0.248,0.305,0.398,0.702,84,64,1,3,2,,,O97
Tony Lupien*,31,CHW,AL,154,699,617,69,152,19,3,6,54,11,7,74,38,0.246,0.327,0.316,0.643,74,195,3,0,9,,,*3
Dummy Lynch,22,CHC,NL,7,8,7,3,2,0,0,1,1,0,,1,1,0.286,0.375,0.714,1.089,195,5,0,0,0,,,/4
Al Lyons,29,BSN,NL,16,14,12,2,2,0,0,0,0,0,,2,4,0.167,0.286,0.167,0.452,26,2,0,0,0,,,/1O98
Clarence Maddern,26,CHC,NL,80,231,214,16,54,12,1,4,27,0,,10,25,0.252,0.301,0.374,0.675,86,80,2,5,2,,,O79
Woody Main,26,PIT,NL,17,3,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,-100,0,0,0,0,,,1
Hank Majeski,31,PHA,AL,148,645,590,88,183,41,4,12,120,2,1,48,43,0.31,0.368,0.454,0.822,117,268,19,6,2,,,*5/6
Cliff Mapes*,26,NYY,AL,53,94,88,19,22,11,1,1,12,1,1,6,13,0.25,0.298,0.432,0.73,93,38,1,0,0,,,O/798
Phil Marchildon,34,PHA,AL,33,85,72,3,5,0,0,0,2,0,0,10,30,0.069,0.183,0.069,0.252,-32,5,2,0,3,,,1
Marty Marion,30,STL,NL,144,613,567,70,143,26,4,4,43,1,,37,54,0.252,0.298,0.333,0.631,66,189,13,0,9,,,*6
Cuddles Marshall,23,NYY,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,,,/1
Willard Marshall*,27,NYG,NL,143,605,537,72,146,21,8,14,86,2,,64,34,0.272,0.35,0.419,0.769,107,225,11,1,2,,,*O9
Babe Martin,28,BOS,AL,4,4,4,0,2,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1,161,2,0,0,0,,,/2
Ray Martin,23,BSN,NL,2,0,0,0,0,0,0,0,0,0,,0,0,,,,,,0,0,0,0,,,/1
Phil Masi,32,BSN,NL,113,422,376,43,95,19,0,5,44,2,,35,26,0.253,0.318,0.343,0.661,80,129,15,1,11,,,*2
Walt Masterson,28,WSH,AL,33,68,57,8,11,2,1,0,4,0,0,2,22,0.193,0.22,0.263,0.483,30,15,0,0,9,,,1
Gene Mauch,22,TOT,NL,65,181,151,19,30,3,2,1,7,1,,27,14,0.199,0.32,0.265,0.585,63,40,0,0,3,,,46
Gene Mauch,22,BRO,NL,12,15,13,1,2,0,0,0,0,0,,1,4,0.154,0.214,0.154,0.368,-1,2,0,0,1,,,/46
Gene Mauch,22,CHC,NL,53,166,138,18,28,3,2,1,7,1,,26,10,0.203,0.329,0.275,0.605,69,38,0,0,2,,,46
Carmen Mauro*,21,CHC,NL,3,7,5,2,1,0,0,1,1,0,,2,0,0.2,0.429,0.8,1.229,233,4,0,0,0,,,/O89
Eddie Mayo*,38,DET,AL,106,421,370,35,92,20,1,2,42,1,9,30,19,0.249,0.31,0.324,0.634,67,120,12,3,18,,,45
Jackie Mayo*,22,PHI,NL,12,43,35,7,8,2,1,0,3,1,,7,7,0.229,0.386,0.343,0.729,101,12,0,2,0,,,7O
Tom McBride,33,WSH,AL,92,238,206,22,53,9,1,1,29,2,2,28,15,0.257,0.346,0.325,0.671,81,67,11,0,4,,,O97
Bill McCahan,27,PHA,AL,17,33,31,4,8,1,0,0,8,0,0,2,2,0.258,0.303,0.29,0.593,57,9,0,0,0,,,1
Dutch McCall*,27,CHC,NL,30,58,53,3,9,2,0,0,6,0,,4,8,0.17,0.228,0.208,0.436,21,11,0,0,2,,,1
Windy McCall*,22,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,,,/1
Jerry McCarthy*,25,SLB,AL,2,3,3,0,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,76,1,0,0,0,,,/3
Johnny McCarthy*,38,NYG,NL,56,60,57,6,15,0,1,2,12,0,,3,2,0.263,0.3,0.404,0.704,88,23,1,0,0,,,/3
Frank McCormick,37,BSN,NL,75,194,180,14,45,9,2,4,34,0,,10,9,0.25,0.289,0.389,0.678,83,70,5,0,4,,,3
Mike McCormick,31,BSN,NL,115,384,343,45,104,22,7,1,39,1,,32,34,0.303,0.363,0.417,0.78,111,143,7,0,8,,,O789
Barney McCosky*,31,PHA,AL,135,605,515,95,168,21,5,0,46,1,3,68,22,0.326,0.405,0.386,0.791,110,199,10,0,22,,,*7O
Clyde McCullough,31,CHC,NL,69,188,172,10,36,4,2,1,7,0,,15,25,0.209,0.273,0.273,0.546,51,47,8,0,1,,,2
Mickey McDermott*,19,BOS,AL,7,8,8,2,3,1,0,0,0,0,0,0,0,0.375,0.375,0.5,0.875,127,4,0,0,0,,,/1
Mickey McGowan*,26,NYG,NL,3,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,-100,0,0,0,0,,,/1
John McHale*,26,DET,AL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,,,
Cal McLish#,22,PIT,NL,3,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,-100,0,0,0,0,,,/1
George McQuinn*,38,NYY,AL,94,346,302,33,75,11,4,11,41,0,2,40,38,0.248,0.336,0.421,0.757,101,127,5,0,4,,,3
Joe Medwick,36,STL,NL,20,20,19,0,4,0,0,0,2,0,,1,2,0.211,0.25,0.211,0.461,23,4,1,0,0,,,/O
Sammy Meeks,25,WSH,AL,24,35,33,4,4,1,0,0,2,0,0,1,12,0.121,0.147,0.152,0.299,-20,5,1,0,1,,,6/4
Sam Mele,26,BOS,AL,66,198,180,25,42,12,1,2,25,1,1,13,21,0.233,0.292,0.344,0.637,65,62,5,2,3,,,O9/7
Russ Meyer#,24,CHC,NL,29,63,56,1,6,0,1,0,3,0,,0,19,0.107,0.107,0.143,0.25,-31,8,0,0,7,,,1
Cass Michaels,22,CHW,AL,145,558,484,47,120,12,6,5,56,8,2,69,42,0.248,0.344,0.329,0.673,82,159,11,2,3,,,64/8O
Ed Mierkowicz,24,DET,AL,3,7,5,0,1,0,0,0,1,0,0,2,2,0.2,0.429,0.2,0.629,68,1,1,0,0,,,/7O
Larry Miggins,22,STL,NL,1,1,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,-100,0,0,0,0,,,
Eddie Miksis,21,BRO,NL,86,243,221,28,47,7,1,2,16,5,,19,27,0.213,0.278,0.281,0.559,49,62,1,1,3,,,45/6
Eddie Miller,31,PHI,NL,130,495,468,45,115,20,1,14,61,1,,19,40,0.246,0.281,0.382,0.664,80,179,13,4,4,,,*6
Pete Milne*,23,NYG,NL,12,28,27,0,6,0,1,0,2,0,,1,6,0.222,0.25,0.296,0.546,47,8,0,0,0,,,/O879
Paul Minner*,24,BRO,NL,31,23,21,2,4,2,0,0,2,0,,3,3,0.19,0.292,0.286,0.577,54,6,0,0,0,,,1
Dale Mitchell*,26,CLE,AL,141,656,608,82,204,30,8,4,56,13,18,45,17,0.336,0.383,0.431,0.814,119,262,9,2,1,,,*7O/8
Johnny Mize*,35,NYG,NL,152,658,560,110,162,26,4,40,125,4,,94,37,0.289,0.395,0.564,0.959,156,316,7,4,0,,,*3
Terry Moore,36,STL,NL,91,240,207,30,48,11,0,4,18,0,,27,12,0.232,0.321,0.343,0.664,75,71,4,0,6,,,8O
Wally Moses*,37,BOS,AL,78,212,189,26,49,12,1,2,29,5,0,21,19,0.259,0.34,0.365,0.705,84,69,1,2,0,,,O9
Les Moss,23,SLB,AL,107,380,335,35,86,12,1,14,46,0,0,39,50,0.257,0.334,0.424,0.758,99,142,16,0,7,,,*2
Glen Moulder,30,CHW,AL,33,25,20,3,6,0,1,0,1,0,0,1,1,0.3,0.333,0.4,0.733,98,8,0,0,4,,,1
Don Mueller*,21,NYG,NL,36,82,81,12,29,4,1,1,9,0,,0,3,0.358,0.358,0.469,0.827,121,38,3,0,1,,,O7/98
Ray Mueller,36,CIN,NL,14,38,34,2,7,1,0,0,2,0,,4,3,0.206,0.289,0.235,0.525,45,8,1,0,0,,,2
Pat Mullin*,30,DET,AL,138,575,496,91,143,16,11,23,80,1,2,77,57,0.288,0.385,0.504,0.889,132,250,5,1,1,,,*O98
Bob Muncrief,32,CLE,AL,21,22,18,0,2,0,0,0,0,0,0,2,6,0.111,0.2,0.111,0.311,-15,2,1,0,2,,,1
Red Munger,29,STL,NL,39,56,50,2,8,1,1,0,2,0,,4,15,0.16,0.222,0.22,0.442,17,11,2,0,2,,,1
Ray Murray,30,CLE,AL,4,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,0,0,0,,,
Danny Murtaugh,30,PIT,NL,146,579,514,56,149,21,5,1,71,10,,60,40,0.29,0.365,0.356,0.721,94,183,8,1,4,,,*4
Stan Musial*,27,STL,NL,155,698,611,135,230,46,18,39,131,7,,79,34,0.376,0.45,0.702,1.152,200,429,18,3,1,,,*O987/3
Sam Nahem,32,PHI,NL,28,14,13,0,2,0,0,0,1,0,,0,4,0.154,0.154,0.154,0.308,-15,2,2,0,0,,,1
Hal Newhouser*,27,DET,AL,39,108,92,6,19,0,1,0,6,0,0,10,14,0.207,0.284,0.228,0.513,36,21,1,0,6,,,1
Bobo Newsom,40,NYG,NL,11,8,7,2,3,0,0,0,0,0,,0,1,0.429,0.429,0.429,0.857,132,3,0,0,1,,,1
Gus Niarhos,27,NYY,AL,83,285,228,41,61,12,2,0,19,1,3,52,15,0.268,0.404,0.338,0.741,99,77,3,0,5,,,2
Bill Nicholson*,33,CHC,NL,143,581,494,68,129,24,5,19,67,2,,81,60,0.261,0.371,0.445,0.816,125,220,5,5,1,,,*O9
Ron Northey*,28,STL,NL,96,288,246,40,79,10,1,13,64,0,,38,25,0.321,0.42,0.528,0.949,149,130,8,4,0,,,O9
Len Okrie,24,WSH,AL,19,43,42,1,10,0,1,0,1,0,0,1,7,0.238,0.256,0.286,0.542,46,12,3,0,0,,,2
Fritz Ostermueller*,40,PIT,NL,23,48,44,1,8,1,0,0,4,0,,1,6,0.182,0.2,0.205,0.405,9,9,1,0,3,,,1
Joe Ostrowski*,31,SLB,AL,26,25,18,2,4,0,0,0,2,0,0,4,5,0.222,0.364,0.222,0.586,57,4,0,0,3,,,1
Johnny Ostrowski,30,BOS,AL,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,,,
Jimmy Outlaw,35,DET,AL,74,231,198,33,56,12,0,0,25,0,1,31,15,0.283,0.383,0.343,0.726,91,68,8,1,1,,,5O7/9
Stubby Overmire,29,DET,AL,37,16,14,0,1,0,0,0,1,0,0,2,1,0.071,0.188,0.071,0.259,-30,1,2,0,0,,,1
Don Padgett*,36,PHI,NL,36,78,74,3,17,3,0,0,7,0,,3,2,0.23,0.26,0.27,0.53,45,20,1,0,1,,,2
Andy Pafko,27,CHC,NL,142,606,548,82,171,30,2,26,101,3,,50,50,0.312,0.375,0.516,0.891,144,283,13,5,3,,,*5
Joe Page*,30,NYY,AL,55,28,24,3,7,1,2,0,2,0,0,3,4,0.292,0.37,0.5,0.87,131,12,0,0,1,,,1
